UNITID,year,INSTNM,Secondary school GPA,Secondary school rank,Secondary school record,Completion of college-preparatory program,Recommendations,Formal demonstration of competencies,Admission test scores,TOEFL (Test of English as a Foreign Language,"Other Test (Wonderlic, WISC-III, etc.)  ",APPLCN,APPLCNM,APPLCNW,ADMSSN,ADMSSNM,ADMSSNW,ENRLT,ENRLM,ENRLW,ENRLFT,ENRLFTM,ENRLFTW,ENRLPT,ENRLPTM,ENRLPTW,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,percAdm,percAdmMen,percAdmWom,LOCALE,ADDR,CITY,STABBR,ZIP,GROFFER,HDEGOFR1,CARNEGIE,CCBASIC,INSTSIZE,C15BASIC,C18BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C21BASIC,English Proficiency Test,Work experience,Personal statement or essay,Legacy status,APPLCNAN,APPLCNUN,ADMSSNAN,ADMSSNUN,ENRLAN,ENRLUN,ENRLFTAN,ENRLFTUN,ENRLPTAN,ENRLPTUN,SATVR50,SATMT50,ACTCM50,ACTEN50,ACTMT50
130697.0,2020,Wesleyan University,Considered but not required,Considered but not required,Required,Recommended,Required,Neither required nor recommended,Recommended,Required,Neither required nor recommended,12632,4743.0,7889.0,2640.0,1088.0,1552.0,720.0,292.0,428.0,720.0,292.0,428.0,,,,,,,,,,,,,,,,,,,,,,21.0,23.0,20.0,City: Small,45 Wyllys Avenue,Middletown,CT,06459,Graduate degree or certificate offering,Doctor's degree - research/scholarship,Baccalaureate Colleges--Liberal Arts,Baccalaureate Colleges--Arts & Sciences,"1,000 - 4,999",Baccalaureate Colleges: Arts & Sciences Focus,Baccalaureate Colleges: Arts & Sciences Focus,,,,,,,,,,,,,,,,,,,,,,,,,
130697.0,2021,Wesleyan University,Considered but not required,Considered but not required,Required,Recommended,Required,Neither required nor recommended,Considered but not required,Required,Neither required nor recommended,13067,4938.0,8129.0,2540.0,1100.0,1440.0,910.0,430.0,480.0,910.0,430.0,480.0,,,,465.0,51.0,247.0,27.0,650.0,750.0,650.0,760.0,,,31.0,34.0,34.0,35.0,28.0,33.0,,,19.0,22.0,18.0,City: Small,45 Wyllys Avenue,Middletown,CT,06459,Graduate degree or certificate offering,Doctor's degree - research/scholarship,Baccalaureate Colleges--Liberal Arts,Baccalaureate Colleges--Arts & Sciences,"1,000 - 4,999",Baccalaureate Colleges: Arts & Sciences Focus,Baccalaureate Colleges: Arts & Sciences Focus,"Arts & sciences focus, some graduate coexistence",Research Doctoral: STEM-dominant,"Four-year, full-time, more selective, lower transfer-in",Very high undergraduate,"Four-year, small, highly residential",Baccalaureate Colleges: Arts & Sciences Focus,,,,,,,,,,,,,,,,,,,
130697.0,2022,Wesleyan University,"Not required for admission, but considered if submitted","Not required for admission, but considered if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted","Not required for admission, but considered if submitted (Test Optional)",,"Not considered for admission, even if submitted (Test Blind)",14521,5458.0,9063.0,2096.0,1010.0,1086.0,743.0,366.0,377.0,743.0,366.0,377.0,,,,384.0,52.0,176.0,24.0,660.0,750.0,660.0,760.0,,,31.0,34.0,31.0,35.0,27.0,33.0,,,14.0,19.0,12.0,City: Small,45 Wyllys Avenue,Middletown,CT,06459,Graduate degree or certificate offering,Doctor's degree - research/scholarship,Baccalaureate Colleges--Liberal Arts,Baccalaureate Colleges--Arts & Sciences,"1,000 - 4,999",Baccalaureate Colleges: Arts & Sciences Focus,Baccalaureate Colleges: Arts & Sciences Focus,"Arts & sciences focus, some graduate coexistence",Research Doctoral: STEM-dominant,"Four-year, full-time, more selective, lower transfer-in",Very high undergraduate,"Four-year, small, highly residential",Baccalaureate Colleges: Arts & Sciences Focus,Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted",,0.0,,0.0,,0.0,,0.0,,,710.0,710.0,32.0,34.0,30.0
130697.0,2023,Wesleyan University,"Not required for admission, but considered if submitted","Not required for admission, but considered if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted","Not required for admission, but considered if submitted (Test Optional)",,"Not considered for admission, even if submitted (Test Blind)",14500,5772.0,8728.0,2479.0,1054.0,1425.0,782.0,371.0,411.0,782.0,371.0,411.0,,,,218.0,28.0,109.0,14.0,720.0,770.0,730.0,770.0,,,33.0,35.0,35.0,35.0,30.0,34.0,,,17.0,18.0,16.0,City: Small,45 Wyllys Avenue,Middletown,CT,06459,Graduate degree or certificate offering,Doctor's degree - research/scholarship,Baccalaureate Colleges--Liberal Arts,Baccalaureate Colleges--Arts & Sciences,"1,000 - 4,999",Baccalaureate Colleges: Arts & Sciences Focus,Baccalaureate Colleges: Arts & Sciences Focus,"Arts & sciences focus, some graduate coexistence",Research Doctoral: STEM-dominant,"Four-year, full-time, more selective, lower transfer-in",Very high undergraduate,"Four-year, small, highly residential",Baccalaureate Colleges: Arts & Sciences Focus,"Not required for admission, but considered if submitted (Test Optional)","Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted",0.0,0.0,,0.0,,0.0,,0.0,,,750.0,760.0,34.0,35.0,32.0
130794.0,2014,Yale University,Recommended,Recommended,Required,Neither required nor recommended,Required,Recommended,Required,Required,Neither required nor recommended,30932,14803.0,16129.0,1950.0,1020.0,930.0,1361.0,706.0,655.0,1361.0,706.0,655.0,,,,1076.0,79.0,557.0,41.0,710.0,800.0,700.0,800.0,710.0,790.0,31.0,35.0,,,,,,,6.0,7.0,6.0,City: Midsize,Woodbridge Hall,New Haven,CT,06520,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"10,000 - 19,999",,,,,,,,,,,,,,,,,,,,,,,,,,,
130794.0,2015,Yale University,Recommended,Recommended,Required,Neither required nor recommended,Required,Recommended,Required,Required,Neither required nor recommended,30236,14362.0,15874.0,2034.0,1046.0,988.0,1364.0,695.0,669.0,1364.0,695.0,669.0,,,,1006.0,74.0,611.0,45.0,720.0,800.0,710.0,800.0,710.0,790.0,31.0,35.0,,,,,,,7.0,7.0,6.0,City: Midsize,Woodbridge Hall,New Haven,CT,06520,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"10,000 - 19,999",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
130794.0,2016,Yale University,Recommended,Recommended,Required,Neither required nor recommended,Required,Recommended,Required,Required,Neither required nor recommended,31445,14526.0,16919.0,1988.0,989.0,999.0,1367.0,676.0,691.0,1367.0,676.0,691.0,,,,944.0,69.0,643.0,47.0,710.0,800.0,710.0,800.0,,,32.0,35.0,33.0,35.0,30.0,35.0,,,6.0,7.0,6.0,City: Midsize,Woodbridge Hall,New Haven,CT,06520,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"10,000 - 19,999",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
130794.0,2017,Yale University,Recommended,Recommended,Required,Neither required nor recommended,Required,Recommended,Required,Required,Neither required nor recommended,32879,15103.0,17776.0,2277.0,1105.0,1172.0,1579.0,761.0,818.0,1579.0,761.0,818.0,,,,967.0,61.0,907.0,57.0,730.0,780.0,730.0,800.0,,,32.0,35.0,34.0,36.0,31.0,35.0,,,7.0,7.0,7.0,City: Midsize,Woodbridge Hall,New Haven,CT,06520,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"10,000 - 19,999",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
130794.0,2018,Yale University,Recommended,Recommended,Required,Neither required nor recommended,Required,Recommended,Required,Required,Neither required nor recommended,35301,16177.0,19124.0,2240.0,1141.0,1099.0,1573.0,781.0,792.0,1573.0,781.0,792.0,,,,988.0,63.0,796.0,51.0,720.0,770.0,740.0,800.0,,,33.0,35.0,35.0,36.0,31.0,35.0,,,6.0,7.0,6.0,City: Midsize,Woodbridge Hall,New Haven,CT,06520,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"10,000 - 19,999",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
130794.0,2019,Yale University,Recommended,Recommended,Required,Neither required nor recommended,Required,Recommended,Required,Required,Neither required nor recommended,36844,17076.0,19768.0,2241.0,1128.0,1113.0,1550.0,771.0,779.0,1550.0,771.0,779.0,,,,1061.0,68.0,773.0,50.0,720.0,770.0,740.0,800.0,,,33.0,35.0,35.0,36.0,31.0,35.0,,,6.0,7.0,6.0,City: Midsize,Woodbridge Hall,New Haven,CT,06520,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"10,000 - 19,999",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
130794.0,2020,Yale University,Recommended,Recommended,Required,Neither required nor recommended,Required,Recommended,Considered but not required,Required,Neither required nor recommended,35220,16409.0,18811.0,2299.0,1185.0,1114.0,1264.0,656.0,608.0,1264.0,656.0,608.0,,,,891.0,70.0,583.0,46.0,720.0,780.0,740.0,800.0,,,33.0,35.0,34.0,36.0,31.0,35.0,,,7.0,7.0,6.0,City: Midsize,Woodbridge Hall,New Haven,CT,06520,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"10,000 - 19,999",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
130794.0,2021,Yale University,Recommended,Recommended,Required,Neither required nor recommended,Required,Recommended,Considered but not required,Required,Neither required nor recommended,47240,20441.0,26799.0,2509.0,1170.0,1339.0,1786.0,799.0,987.0,1786.0,799.0,987.0,,,,965.0,54.0,625.0,35.0,730.0,780.0,750.0,800.0,,,33.0,35.0,35.0,36.0,31.0,35.0,,,5.0,6.0,5.0,City: Midsize,Woodbridge Hall,New Haven,CT,06520,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"10,000 - 19,999",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Arts & sciences focus, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, lower transfer-in",Majority graduate,"Four-year, large, highly residential","Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,
130794.0,2022,Yale University,"Not required for admission, but considered if submitted","Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted","Not required for admission, but considered if submitted (Test Optional)",,"Not considered for admission, even if submitted (Test Blind)",50060,21108.0,28952.0,2289.0,1118.0,1171.0,1554.0,759.0,795.0,1554.0,759.0,795.0,,,,913.0,59.0,455.0,29.0,740.0,780.0,760.0,800.0,,,33.0,35.0,35.0,36.0,32.0,35.0,,,5.0,5.0,4.0,City: Midsize,Woodbridge Hall,New Haven,CT,06520,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"10,000 - 19,999",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Arts & sciences focus, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, lower transfer-in",Majority graduate,"Four-year, large, highly residential","Doctoral Universities: Very High Research Activity
",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted",,0.0,,0.0,,0.0,,0.0,,,760.0,780.0,35.0,35.0,34.0
130794.0,2023,Yale University,"Not required for admission, but considered if submitted","Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted","Not required for admission, but considered if submitted (Test Optional)",,"Not considered for admission, even if submitted (Test Blind)",51803,22003.0,29799.0,2332.0,1127.0,1205.0,1641.0,788.0,853.0,1641.0,788.0,853.0,,,,926.0,56.0,421.0,26.0,740.0,780.0,760.0,800.0,,,33.0,35.0,34.0,36.0,31.0,35.0,,,5.0,5.0,4.0,City: Midsize,Woodbridge Hall,New Haven,CT,06520,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"10,000 - 19,999",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Arts & sciences focus, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, lower transfer-in",Majority graduate,"Four-year, large, highly residential","Doctoral Universities: Very High Research Activity
",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted",,1.0,,0.0,,0.0,,0.0,,,760.0,780.0,34.0,35.0,34.0
131159.0,2014,American University,Required,Neither required nor recommended,Required,Required,Required,Recommended,Required,Required,Neither required nor recommended,15119,5617.0,9502.0,6931.0,2310.0,4621.0,1787.0,631.0,1156.0,1784.0,629.0,1155.0,3.0,2.0,1.0,1132.0,63.0,635.0,36.0,590.0,680.0,560.0,660.0,580.0,670.0,26.0,30.0,25.0,32.0,24.0,29.0,8.0,10.0,46.0,41.0,49.0,City: Large,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Doctoral/Research Universities,"10,000 - 19,999",,,,,,,,,,,,,,,,,,,,,,,,,,,
131159.0,2015,American University,Required,Neither required nor recommended,Required,Required,Required,Recommended,Required,Required,Neither required nor recommended,16735,6039.0,10696.0,5860.0,1921.0,3939.0,1787.0,633.0,1154.0,1779.0,627.0,1152.0,8.0,6.0,2.0,1068.0,60.0,623.0,35.0,590.0,690.0,560.0,650.0,570.0,670.0,26.0,30.0,25.0,32.0,24.0,28.0,8.0,10.0,35.0,32.0,37.0,City: Large,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Doctoral/Research Universities,"10,000 - 19,999",Doctoral Universities: Higher Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
131159.0,2016,American University,Required,Neither required nor recommended,Required,Required,Required,Recommended,Considered but not required,Required,Neither required nor recommended,19325,7062.0,12263.0,5008.0,1671.0,3337.0,1679.0,597.0,1082.0,1677.0,597.0,1080.0,2.0,0.0,2.0,837.0,50.0,619.0,37.0,590.0,690.0,560.0,650.0,,,26.0,31.0,26.0,32.0,24.0,28.0,,,26.0,24.0,27.0,City: Large,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Doctoral/Research Universities,"10,000 - 19,999",Doctoral Universities: Higher Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
131159.0,2017,American University,Required,Neither required nor recommended,Required,Required,Required,Recommended,Considered but not required,Required,Neither required nor recommended,18699,6932.0,11767.0,5498.0,1916.0,3582.0,1785.0,651.0,1134.0,1780.0,649.0,1131.0,5.0,2.0,3.0,881.0,49.0,693.0,39.0,610.0,690.0,570.0,660.0,,,26.0,30.0,26.0,33.0,24.0,28.0,,,29.0,28.0,30.0,City: Large,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Doctoral/Research Universities,"10,000 - 19,999",Doctoral Universities: Higher Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
131159.0,2018,American University,Required,Neither required nor recommended,Required,Required,Required,Recommended,Considered but not required,Required,Neither required nor recommended,18984,6753.0,12231.0,5988.0,1958.0,4030.0,1757.0,624.0,1133.0,1752.0,621.0,1131.0,5.0,3.0,2.0,919.0,52.0,624.0,36.0,630.0,700.0,590.0,680.0,,,27.0,31.0,27.0,34.0,24.0,29.0,,,32.0,29.0,33.0,City: Large,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Doctoral/Research Universities,"10,000 - 19,999",Doctoral Universities: Higher Research Activity,"Doctoral Universities: High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
131159.0,2019,American University,Required,Neither required nor recommended,Required,Required,Required,Recommended,Considered but not required,Required,Neither required nor recommended,18545,6594.0,11951.0,6691.0,2249.0,4442.0,1754.0,604.0,1150.0,1753.0,603.0,1150.0,1.0,1.0,0.0,937.0,53.0,546.0,31.0,620.0,700.0,590.0,690.0,,,27.0,31.0,27.0,34.0,24.0,28.0,,,36.0,34.0,37.0,City: Large,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Doctoral/Research Universities,"10,000 - 19,999",Doctoral Universities: Higher Research Activity,"Doctoral Universities: High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
131159.0,2020,American University,Required,Neither required nor recommended,Required,Required,Required,Recommended,Considered but not required,Required,Neither required nor recommended,20036,7125.0,12911.0,7744.0,2627.0,5117.0,1607.0,546.0,1061.0,1585.0,539.0,1046.0,22.0,7.0,15.0,800.0,50.0,494.0,31.0,630.0,710.0,590.0,680.0,,,27.0,32.0,28.0,34.0,24.0,29.0,,,39.0,37.0,40.0,City: Large,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Doctoral/Research Universities,"10,000 - 19,999",Doctoral Universities: Higher Research Activity,"Doctoral Universities: High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
131159.0,2021,American University,Required,Neither required nor recommended,Required,Required,Required,Recommended,Considered but not required,Required,Neither required nor recommended,19650,6851.0,12799.0,12594.0,4188.0,8406.0,2372.0,813.0,1559.0,2365.0,809.0,1556.0,7.0,4.0,3.0,672.0,28.0,424.0,18.0,660.0,730.0,620.0,710.0,,,29.0,33.0,29.0,35.0,26.0,31.0,,,64.0,61.0,66.0,City: Large,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Doctoral/Research Universities,"10,000 - 19,999",Doctoral Universities: Higher Research Activity,"Doctoral Universities: High Research Activity
","Arts & sciences plus professions, high graduate coexistence","Research Doctoral: Comprehensive programs, no medical/veterinary school","Four-year, full-time, more selective, lower transfer-in",Majority undergraduate,"Four-year, large, highly residential","Doctoral Universities: High Research Activity
",,,,,,,,,,,,,,,,,,,
131159.0,2022,American University,Required to be considered for admission,"Not considered for admission, even if submitted",Required to be considered for admission,Required to be considered for admission,Required to be considered for admission,"Not considered for admission, even if submitted","Not required for admission, but considered if submitted (Test Optional)",,"Not considered for admission, even if submitted (Test Blind)",19510,6354.0,13062.0,7926.0,2417.0,5466.0,1761.0,575.0,1186.0,1754.0,570.0,1184.0,7.0,5.0,2.0,441.0,25.0,303.0,17.0,660.0,730.0,630.0,700.0,,,29.0,32.0,29.0,35.0,25.0,30.0,,,41.0,38.0,42.0,City: Large,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Doctoral/Research Universities,"10,000 - 19,999",Doctoral Universities: Higher Research Activity,"Doctoral Universities: High Research Activity
","Arts & sciences plus professions, high graduate coexistence","Research Doctoral: Comprehensive programs, no medical/veterinary school","Four-year, full-time, more selective, lower transfer-in",Majority undergraduate,"Four-year, large, highly residential","Doctoral Universities: High Research Activity
",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted",94.0,0.0,43.0,0.0,0.0,0.0,,0.0,,0.0,700.0,670.0,31.0,33.0,27.0
131159.0,2023,American University,Required to be considered for admission,"Not considered for admission, even if submitted",Required to be considered for admission,Required to be considered for admission,Required to be considered for admission,"Not considered for admission, even if submitted","Not required for admission, but considered if submitted (Test Optional)",,"Not considered for admission, even if submitted (Test Blind)",17786,5990.0,11796.0,8427.0,3096.0,5331.0,1856.0,711.0,1145.0,1848.0,708.0,1140.0,8.0,3.0,5.0,479.0,26.0,298.0,16.0,670.0,740.0,630.0,710.0,,,29.0,33.0,30.0,35.0,25.0,30.0,,,47.0,52.0,45.0,City: Large,4400 Massachusetts Ave NW,Washington,DC,20016-8001,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Doctoral/Research Universities,"10,000 - 19,999",Doctoral Universities: Higher Research Activity,"Doctoral Universities: High Research Activity
","Arts & sciences plus professions, high graduate coexistence","Research Doctoral: Comprehensive programs, no medical/veterinary school","Four-year, full-time, more selective, lower transfer-in",Majority undergraduate,"Four-year, large, highly residential","Doctoral Universities: High Research Activity
",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted",0.0,0.0,,0.0,,0.0,,0.0,,0.0,710.0,670.0,31.0,33.0,27.0
131469.0,2014,George Washington University,Recommended,Neither required nor recommended,Required,Required,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,19069,7729.0,11340.0,8351.0,3726.0,4625.0,2416.0,1043.0,1373.0,2410.0,1042.0,1368.0,6.0,1.0,5.0,1808.0,75.0,967.0,40.0,590.0,690.0,610.0,700.0,610.0,700.0,27.0,31.0,28.0,33.0,26.0,31.0,8.0,9.0,44.0,48.0,41.0,City: Large,"2121 I Street, NW",Washington,DC,20052,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",,,,,,,,,,,,,,,,,,,,,,,,,,,
131469.0,2015,George Washington University,Recommended,Neither required nor recommended,Required,Required,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,19837,8154.0,11683.0,9216.0,3636.0,5580.0,2589.0,1007.0,1582.0,2578.0,997.0,1581.0,11.0,10.0,1.0,1818.0,70.0,1147.0,44.0,590.0,690.0,600.0,700.0,600.0,690.0,27.0,31.0,28.0,33.0,26.0,31.0,8.0,10.0,46.0,45.0,48.0,City: Large,"2121 I Street, NW",Washington,DC,20052,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
131469.0,2016,George Washington University,Recommended,Neither required nor recommended,Required,Required,Required,Neither required nor recommended,Considered but not required,Required,Neither required nor recommended,25488,10050.0,15438.0,10249.0,3965.0,6284.0,2525.0,1013.0,1512.0,2517.0,1011.0,1506.0,8.0,2.0,6.0,1363.0,54.0,1016.0,40.0,580.0,690.0,600.0,700.0,,,27.0,32.0,27.0,34.0,26.0,31.0,,,40.0,39.0,41.0,City: Large,"2121 I Street, NW",Washington,DC,20052,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
131469.0,2017,George Washington University,Recommended,Neither required nor recommended,Required,Required,Required,Neither required nor recommended,Considered but not required,Required,Neither required nor recommended,26987,10421.0,16566.0,11059.0,4014.0,7045.0,2610.0,939.0,1671.0,2607.0,938.0,1669.0,3.0,1.0,2.0,1197.0,46.0,1107.0,42.0,640.0,720.0,640.0,720.0,,,29.0,32.0,29.0,34.0,27.0,31.0,,,41.0,39.0,43.0,City: Large,"2121 I Street, NW",Washington,DC,20052,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
131469.0,2018,George Washington University,Recommended,Neither required nor recommended,Required,Required,Required,Neither required nor recommended,Considered but not required,Required,Neither required nor recommended,26512,9794.0,16718.0,11101.0,4101.0,7000.0,2845.0,1031.0,1814.0,2838.0,1028.0,1810.0,7.0,3.0,4.0,1419.0,50.0,955.0,34.0,640.0,720.0,640.0,740.0,,,29.0,32.0,30.0,35.0,26.0,31.0,,,42.0,42.0,42.0,City: Large,"2121 I Street, NW",Washington,DC,20052,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
131469.0,2019,George Washington University,Recommended,Neither required nor recommended,Required,Required,Required,Neither required nor recommended,Considered but not required,Required,Neither required nor recommended,26978,10045.0,16933.0,11019.0,4148.0,6871.0,2619.0,990.0,1629.0,2609.0,984.0,1625.0,10.0,6.0,4.0,1350.0,52.0,801.0,31.0,630.0,720.0,650.0,750.0,,,30.0,33.0,31.0,35.0,27.0,31.0,,,41.0,41.0,41.0,City: Large,"1918 F Street, NW",Washington,DC,20052,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
131469.0,2020,George Washington University,Recommended,Neither required nor recommended,Required,Required,Required,Neither required nor recommended,Considered but not required,Required,Neither required nor recommended,26405,9641.0,16764.0,11366.0,4105.0,7261.0,1978.0,691.0,1287.0,1949.0,671.0,1278.0,29.0,20.0,9.0,992.0,50.0,542.0,27.0,640.0,720.0,630.0,730.0,,,30.0,33.0,30.0,35.0,26.0,31.0,,,43.0,43.0,43.0,City: Large,"1918 F Street, NW",Washington,DC,20052,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
131469.0,2021,George Washington University,Recommended,Neither required nor recommended,Required,Required,Required,Neither required nor recommended,Considered but not required,Required,Neither required nor recommended,27236,9778.0,17458.0,13539.0,4702.0,8837.0,2571.0,938.0,1633.0,2563.0,934.0,1629.0,8.0,4.0,4.0,752.0,29.0,471.0,18.0,660.0,740.0,650.0,750.0,,,30.0,34.0,31.0,35.0,27.0,32.0,,,50.0,48.0,51.0,City: Large,"1918 F Street, NW",Washington,DC,20052,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, higher transfer-in",Majority undergraduate,"Four-year, large, highly residential","Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,
