UNITID,year,INSTNM,Secondary school GPA,Secondary school rank,Secondary school record,Completion of college-preparatory program,Recommendations,Formal demonstration of competencies,Admission test scores,TOEFL (Test of English as a Foreign Language,"Other Test (Wonderlic, WISC-III, etc.)  ",APPLCN,APPLCNM,APPLCNW,ADMSSN,ADMSSNM,ADMSSNW,ENRLT,ENRLM,ENRLW,ENRLFT,ENRLFTM,ENRLFTW,ENRLPT,ENRLPTM,ENRLPTW,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,percAdm,percAdmMen,percAdmWom,LOCALE,ADDR,CITY,STABBR,ZIP,GROFFER,HDEGOFR1,CARNEGIE,CCBASIC,INSTSIZE,C15BASIC,C18BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C21BASIC,English Proficiency Test,Work experience,Personal statement or essay,Legacy status,APPLCNAN,APPLCNUN,ADMSSNAN,ADMSSNUN,ENRLAN,ENRLUN,ENRLFTAN,ENRLFTUN,ENRLPTAN,ENRLPTUN,SATVR50,SATMT50,ACTCM50,ACTEN50,ACTMT50
110635.0,2014,University of California-Berkeley,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Recommended,Neither required nor recommended,73782,37051.0,36731.0,11820.0,5412.0,6408.0,5467.0,2541.0,2925.0,5432.0,2525.0,2906.0,35.0,16.0,19.0,4749.0,87.0,2502.0,46.0,600.0,730.0,640.0,770.0,620.0,750.0,29.0,34.0,29.0,35.0,28.0,34.0,,,16.0,15.0,17.0,City: Midsize,200 California Hall,Berkeley,CA,94720,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",,,,,,,,,,,,,,,,,,,,,,,,,,,
110635.0,2015,University of California-Berkeley,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Recommended,Neither required nor recommended,78893,39443.0,39450.0,13320.0,6082.0,7238.0,5550.0,2671.0,2879.0,5510.0,2655.0,2855.0,40.0,16.0,24.0,4570.0,82.0,2807.0,50.0,610.0,740.0,640.0,770.0,630.0,760.0,30.0,34.0,31.0,35.0,29.0,35.0,,,17.0,15.0,18.0,City: Midsize,200 California Hall,Berkeley,CA,94720,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
110635.0,2016,University of California-Berkeley,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Recommended,Neither required nor recommended,82561,41046.0,41515.0,13975.0,6209.0,7766.0,6182.0,2997.0,3185.0,6130.0,2978.0,3152.0,52.0,19.0,33.0,4845.0,78.0,3466.0,56.0,620.0,750.0,650.0,790.0,,,31.0,34.0,31.0,35.0,29.0,35.0,,,17.0,15.0,19.0,City: Midsize,200 California Hall,Berkeley,CA,94720,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
110635.0,2017,University of California-Berkeley,Required,Neither required nor recommended,Required,Required,Considered but not required,Neither required nor recommended,Required,Recommended,Neither required nor recommended,85044,41597.0,43447.0,14549.0,6324.0,8225.0,6379.0,2957.0,3422.0,6344.0,2939.0,3405.0,35.0,18.0,17.0,4674.0,73.0,3713.0,58.0,630.0,720.0,630.0,760.0,,,30.0,34.0,29.0,35.0,28.0,35.0,,,17.0,15.0,19.0,City: Midsize,200 California Hall,Berkeley,CA,94720,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
110635.0,2018,University of California-Berkeley,Required,Neither required nor recommended,Required,Required,Considered but not required,Neither required nor recommended,Required,Recommended,Neither required nor recommended,89607,43552.0,46055.0,13301.0,5585.0,7716.0,6012.0,2662.0,3350.0,5980.0,2647.0,3333.0,32.0,15.0,17.0,4755.0,79.0,2976.0,50.0,650.0,740.0,670.0,790.0,,,31.0,35.0,29.0,35.0,28.0,35.0,,,15.0,13.0,17.0,City: Midsize,200 California Hall,Berkeley,CA,94720,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
110635.0,2019,University of California-Berkeley,Required,Neither required nor recommended,Required,Required,Considered but not required,Neither required nor recommended,Required,Recommended,Neither required nor recommended,87847,42497.0,44900.0,14278.0,6019.0,8259.0,6455.0,2897.0,3558.0,6423.0,2888.0,3535.0,32.0,9.0,23.0,5272.0,82.0,2703.0,42.0,650.0,740.0,680.0,790.0,,,31.0,35.0,29.0,35.0,28.0,35.0,,,16.0,14.0,18.0,City: Midsize,200 California Hall,Berkeley,CA,94720,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
110635.0,2020,University of California-Berkeley,Required,Neither required nor recommended,Required,Neither required nor recommended,Considered but not required,Neither required nor recommended,Required,Required,Considered but not required,88062,42794.0,45268.0,15390.0,6574.0,8816.0,6117.0,2852.0,3265.0,6072.0,2830.0,3242.0,45.0,22.0,23.0,5032.0,82.0,2482.0,41.0,650.0,740.0,660.0,790.0,,,30.0,35.0,27.0,35.0,27.0,34.0,,,17.0,15.0,19.0,City: Midsize,200 California Hall,Berkeley,CA,94720,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
110635.0,2021,University of California-Berkeley,Required,Neither required nor recommended,Required,Neither required nor recommended,Considered but not required,Neither required nor recommended,Neither required nor recommended,Required,Neither required nor recommended,112843,53561.0,59282.0,16295.0,6325.0,9970.0,6931.0,2956.0,3975.0,6892.0,2941.0,3951.0,39.0,15.0,24.0,,,,,,,,,,,,,,,,,,,14.0,12.0,17.0,City: Midsize,200 California Hall,Berkeley,CA,94720,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Arts & sciences plus professions, high graduate coexistence","Research Doctoral: Comprehensive programs, no medical/veterinary school","Four-year, full-time, more selective, higher transfer-in",Majority undergraduate,"Four-year, large, primarily residential","Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,
110635.0,2022,University of California-Berkeley,Required to be considered for admission,"Not considered for admission, even if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted","Not required for admission, but considered if submitted","Not considered for admission, even if submitted","Not considered for admission, even if submitted (Test Blind)",,"Not considered for admission, even if submitted (Test Blind)",128209,61188.0,67021.0,14523.0,5357.0,9166.0,6728.0,2701.0,4027.0,6681.0,2681.0,4000.0,47.0,20.0,27.0,,,,,,,,,,,,,,,,,,,11.0,9.0,14.0,City: Midsize,200 California Hall,Berkeley,CA,94720,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Arts & sciences plus professions, high graduate coexistence","Research Doctoral: Comprehensive programs, no medical/veterinary school","Four-year, full-time, more selective, higher transfer-in",Majority undergraduate,"Four-year, large, primarily residential","Doctoral Universities: Very High Research Activity
",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted",,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
110635.0,2023,University of California-Berkeley,Required to be considered for admission,"Not considered for admission, even if submitted",Required to be considered for admission,"Not required for admission, but considered if submitted","Not required for admission, but considered if submitted","Not considered for admission, even if submitted","Not considered for admission, even if submitted (Test Blind)",,"Not considered for admission, even if submitted (Test Blind)",125910,60232.0,65678.0,14677.0,5546.0,9131.0,6641.0,2733.0,3908.0,6604.0,2723.0,3881.0,37.0,10.0,27.0,,,,,,,,,,,,,,,,,,,12.0,9.0,14.0,City: Midsize,200 California Hall,Berkeley,CA,94720,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Arts & sciences plus professions, high graduate coexistence","Research Doctoral: Comprehensive programs, no medical/veterinary school","Four-year, full-time, more selective, higher transfer-in",Majority undergraduate,"Four-year, large, primarily residential","Doctoral Universities: Very High Research Activity
",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted",,,,,,,,,,,,,,,
110644.0,2014,University of California-Davis,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Do not know,60543,27570.0,32973.0,24440.0,9962.0,14478.0,5377.0,1973.0,3404.0,5331.0,1966.0,3365.0,46.0,7.0,39.0,4829.0,90.0,2621.0,49.0,510.0,640.0,560.0,700.0,540.0,660.0,25.0,31.0,24.0,32.0,25.0,31.0,,,40.0,36.0,44.0,Suburb: Small,One Shields Avenue,Davis,CA,95616-8678,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",,,,,,,,,,,,,,,,,,,,,,,,,,,
110644.0,2015,University of California-Davis,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Do not know,64602,29571.0,35031.0,24518.0,9840.0,14678.0,5369.0,1972.0,3397.0,5304.0,1955.0,3349.0,65.0,17.0,48.0,4733.0,88.0,2607.0,48.0,510.0,630.0,560.0,710.0,530.0,650.0,25.0,31.0,25.0,32.0,25.0,31.0,,,38.0,33.0,42.0,Suburb: Small,One Shields Avenue,Davis,CA,95616-8678,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
110644.0,2016,University of California-Davis,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,68553,31318.0,37235.0,28981.0,11363.0,17618.0,5762.0,2092.0,3670.0,5679.0,2074.0,3605.0,83.0,18.0,65.0,4975.0,86.0,3023.0,52.0,510.0,630.0,540.0,700.0,,,25.0,31.0,24.0,32.0,24.0,31.0,,,42.0,36.0,47.0,Suburb: Small,One Shields Avenue,Davis,CA,95616-8678,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
110644.0,2017,University of California-Davis,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,70952,32302.0,38650.0,30762.0,12494.0,18268.0,5868.0,2250.0,3618.0,5810.0,2239.0,3571.0,58.0,11.0,47.0,4766.0,81.0,3280.0,56.0,560.0,660.0,570.0,700.0,,,25.0,32.0,23.0,31.0,25.0,31.0,,,43.0,39.0,47.0,Suburb: Small,One Shields Avenue,Davis,CA,95616-8678,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
110644.0,2018,University of California-Davis,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,78022,35363.0,42659.0,32046.0,12609.0,19347.0,6393.0,2288.0,4105.0,6296.0,2248.0,4048.0,97.0,40.0,57.0,5577.0,87.0,2838.0,44.0,580.0,670.0,580.0,730.0,,,24.0,32.0,23.0,32.0,23.0,30.0,,,41.0,36.0,45.0,Suburb: Small,One Shields Avenue,Davis,CA,95616-8678,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
110644.0,2019,University of California-Davis,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,78093,35769.0,42324.0,30358.0,12130.0,18228.0,5957.0,2129.0,3828.0,5896.0,2110.0,3786.0,61.0,19.0,42.0,5325.0,89.0,2312.0,39.0,580.0,680.0,590.0,730.0,,,24.0,32.0,22.0,32.0,23.0,29.0,,,39.0,34.0,43.0,Suburb: Small,One Shields Avenue,Davis,CA,95616-8678,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
110644.0,2020,University of California-Davis,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,76897,34985.0,41912.0,35645.0,14427.0,21218.0,6144.0,2276.0,3868.0,6000.0,2215.0,3785.0,144.0,61.0,83.0,5509.0,90.0,2024.0,33.0,570.0,670.0,590.0,730.0,,,25.0,33.0,23.0,32.0,23.0,29.0,,,46.0,41.0,51.0,Suburb: Small,One Shields Avenue,Davis,CA,95616-8678,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
110644.0,2021,University of California-Davis,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Required,Neither required nor recommended,87120,40703.0,46417.0,42475.0,18118.0,24357.0,7482.0,3071.0,4411.0,7382.0,3018.0,4364.0,100.0,53.0,47.0,,,,,,,,,,,,,,,,,,,49.0,45.0,52.0,Suburb: Small,One Shields Avenue,Davis,CA,95616-8678,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Arts & sciences plus professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, higher transfer-in",High undergraduate,"Four-year, large, primarily residential","Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,
110644.0,2022,University of California-Davis,Required to be considered for admission,"Not considered for admission, even if submitted",Required to be considered for admission,Required to be considered for admission,"Not considered for admission, even if submitted","Not considered for admission, even if submitted","Not considered for admission, even if submitted (Test Blind)",,"Not considered for admission, even if submitted (Test Blind)",94747,44180.0,50567.0,35377.0,14117.0,21260.0,6399.0,2495.0,3904.0,6292.0,2457.0,3835.0,107.0,38.0,69.0,,,,,,,,,,,,,,,,,,,37.0,32.0,42.0,Suburb: Small,One Shields Avenue,Davis,CA,95616-8678,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Arts & sciences plus professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, higher transfer-in",High undergraduate,"Four-year, large, primarily residential","Doctoral Universities: Very High Research Activity
",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted",,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
110644.0,2023,University of California-Davis,Required to be considered for admission,"Not considered for admission, even if submitted",Required to be considered for admission,Required to be considered for admission,"Not considered for admission, even if submitted","Not considered for admission, even if submitted","Not considered for admission, even if submitted (Test Blind)",,"Not considered for admission, even if submitted (Test Blind)",94637,44497.0,50140.0,39400.0,16184.0,23216.0,6578.0,2624.0,3954.0,6413.0,2558.0,3855.0,165.0,66.0,99.0,,,,,,,,,,,,,,,,,,,42.0,36.0,46.0,Suburb: Small,One Shields Avenue,Davis,CA,95616-8678,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Arts & sciences plus professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, higher transfer-in",High undergraduate,"Four-year, large, primarily residential","Doctoral Universities: Very High Research Activity
",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted",,,,,,,,,,,,,,,
110653.0,2014,University of California-Irvine,Required,Recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,66515,30440.0,36075.0,24890.0,10806.0,14084.0,5435.0,2461.0,2974.0,5426.0,2457.0,2969.0,9.0,4.0,5.0,5111.0,94.0,2431.0,45.0,480.0,600.0,550.0,690.0,510.0,620.0,23.0,29.0,23.0,30.0,24.0,30.0,,,37.0,35.0,39.0,City: Midsize,501 Aldrich Hall,Irvine,CA,92697,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",,,,,,,,,,,,,,,,,,,,,,,,,,,
110653.0,2015,University of California-Irvine,Required,Recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,71775,33133.0,38642.0,27764.0,12244.0,15520.0,5756.0,2533.0,3223.0,5746.0,2528.0,3218.0,10.0,5.0,5.0,5251.0,91.0,2703.0,46.0,480.0,600.0,550.0,690.0,510.0,620.0,24.0,29.0,23.0,30.0,24.0,30.0,,,39.0,37.0,40.0,City: Midsize,501 Aldrich Hall,Irvine,CA,92697,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
110653.0,2016,University of California-Irvine,Required,Recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,77816,35826.0,41990.0,31630.0,13814.0,17816.0,6551.0,3072.0,3479.0,6540.0,3065.0,3475.0,11.0,7.0,4.0,5727.0,87.0,3254.0,49.0,490.0,620.0,570.0,710.0,,,24.0,30.0,23.0,31.0,25.0,31.0,,,41.0,39.0,42.0,City: Large,501 Aldrich Hall,Irvine,CA,92697,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
110653.0,2017,University of California-Irvine,Required,Recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,85092,39095.0,45997.0,31063.0,13788.0,17275.0,6545.0,3037.0,3508.0,6534.0,3032.0,3502.0,11.0,5.0,6.0,5649.0,86.0,3251.0,50.0,580.0,650.0,590.0,700.0,,,25.0,32.0,23.0,30.0,25.0,31.0,,,37.0,35.0,38.0,City: Large,501 Aldrich Hall,Irvine,CA,92697,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
110653.0,2018,University of California-Irvine,Required,Recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,95059,43347.0,51712.0,27337.0,12881.0,14456.0,5793.0,2956.0,2837.0,5779.0,2946.0,2833.0,14.0,10.0,4.0,5117.0,88.0,2404.0,41.0,580.0,670.0,610.0,740.0,,,25.0,33.0,23.0,32.0,25.0,32.0,,,29.0,30.0,28.0,City: Large,501 Aldrich Hall,Irvine,CA,92697,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
110653.0,2019,University of California-Irvine,Required,Recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,95565,44064.0,51501.0,25360.0,10967.0,14393.0,6069.0,2596.0,3473.0,6053.0,2590.0,3463.0,16.0,6.0,10.0,5513.0,91.0,2188.0,36.0,570.0,670.0,600.0,750.0,,,24.0,33.0,22.0,32.0,22.0,31.0,,,27.0,25.0,28.0,City: Large,501 Aldrich Hall,Irvine,CA,92697,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
110653.0,2020,University of California-Irvine,Required,Recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Required,Neither required nor recommended,97938,44729.0,53209.0,29301.0,13232.0,16069.0,5765.0,2632.0,3133.0,5742.0,2617.0,3125.0,23.0,15.0,8.0,5235.0,91.0,1728.0,30.0,600.0,680.0,630.0,750.0,,,26.0,33.0,25.0,33.0,26.0,31.0,,,30.0,30.0,30.0,City: Large,501 Aldrich Hall,Irvine,CA,92697,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,,,,,,,
110653.0,2021,University of California-Irvine,Required,Recommended,Required,Required,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Required,Neither required nor recommended,107950,50928.0,57022.0,31110.0,13432.0,17678.0,6489.0,2603.0,3886.0,6473.0,2596.0,3877.0,16.0,7.0,9.0,,,,,,,,,,,,,,,,,,,29.0,26.0,31.0,City: Large,501 Aldrich Hall,Irvine,CA,92697,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, higher transfer-in",High undergraduate,"Four-year, large, primarily residential","Doctoral Universities: Very High Research Activity
",,,,,,,,,,,,,,,,,,,
110653.0,2022,University of California-Irvine,Required to be considered for admission,Required to be considered for admission,Required to be considered for admission,Required to be considered for admission,"Not considered for admission, even if submitted","Not considered for admission, even if submitted","Not considered for admission, even if submitted (Test Blind)",,"Not considered for admission, even if submitted (Test Blind)",119191,55549.0,63642.0,25212.0,10064.0,15148.0,5664.0,2176.0,3488.0,5656.0,2174.0,3482.0,8.0,2.0,6.0,,,,,,,,,,,,,,,,,,,21.0,18.0,24.0,City: Large,501 Aldrich Hall,Irvine,CA,92697,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, higher transfer-in",High undergraduate,"Four-year, large, primarily residential","Doctoral Universities: Very High Research Activity
",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted",,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
110653.0,2023,University of California-Irvine,Required to be considered for admission,Required to be considered for admission,Required to be considered for admission,Required to be considered for admission,"Not considered for admission, even if submitted","Not considered for admission, even if submitted","Not considered for admission, even if submitted (Test Blind)",,"Not considered for admission, even if submitted (Test Blind)",121101,56771.0,64330.0,30962.0,13037.0,17925.0,6796.0,2903.0,3893.0,6777.0,2890.0,3887.0,19.0,13.0,6.0,,,,,,,,,,,,,,,,,,,26.0,23.0,28.0,City: Large,501 Aldrich Hall,Irvine,CA,92697,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,"Doctoral Universities: Very High Research Activity
","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, higher transfer-in",High undergraduate,"Four-year, large, primarily residential","Doctoral Universities: Very High Research Activity
",Required to be considered for admission,"Not required for admission, but considered if submitted",Required to be considered for admission,"Not considered for admission, even if submitted",,,,,,,,,,,,,,,
110662.0,2014,University of California-Los Angeles,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Recommended,Required,Recommended,Neither required nor recommended,86537,40677.0,45860.0,16059.0,7148.0,8911.0,5764.0,2394.0,3370.0,5753.0,2386.0,3367.0,11.0,8.0,3.0,5044.0,88.0,2791.0,48.0,580.0,710.0,610.0,750.0,600.0,730.0,27.0,33.0,28.0,34.0,27.0,34.0,,,19.0,18.0,19.0,City: Large,405 Hilgard Ave,Los Angeles,CA,90095-1405,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",,,,,,,,,,,,,,,,,,,,,,,,,,,
110662.0,2015,University of California-Los Angeles,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Recommended,Required,Recommended,Neither required nor recommended,92690,43336.0,49354.0,16016.0,7140.0,8876.0,5679.0,2380.0,3299.0,5671.0,2377.0,3294.0,8.0,3.0,5.0,4725.0,83.0,3048.0,53.0,580.0,710.0,600.0,760.0,590.0,730.0,28.0,33.0,28.0,34.0,27.0,34.0,,,17.0,16.0,18.0,City: Large,405 Hilgard Ave,Los Angeles,CA,90095-1405,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
110662.0,2016,University of California-Los Angeles,Required,Neither required nor recommended,Required,Required,Neither required nor recommended,Recommended,Required,Recommended,Neither required nor recommended,97112,45362.0,51750.0,17473.0,7513.0,9960.0,6545.0,2605.0,3940.0,6535.0,2599.0,3936.0,10.0,6.0,4.0,5322.0,81.0,3810.0,58.0,570.0,710.0,590.0,760.0,,,28.0,33.0,28.0,35.0,27.0,34.0,,,18.0,17.0,19.0,City: Large,405 Hilgard Ave,Los Angeles,CA,90095-1405,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Doctoral/Research Universities--Extensive,Research Universities (very high research activity),"20,000 and above",Doctoral Universities: Highest Research Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
